ALERT_ID,TRANSACTION_ID,PARTY_ID,ALERT_TYPE,TRIGGERED_AT,RESOLUTION_STATUS,RESOLVED_BY
3d0b0bf3-0596-478c-8548-1e03be82f202,33f96beb-ddf4-46cd-ad2d-13f674933d45,6bb40f6b-5890-4919-9972-b78176333fa5,Suspicious IP,2026-04-08 13:22:01.879915,Escalated,EMP3002
d4e055fc-589e-456d-a557-25577f21f141,b6bd97fe-020e-4e2f-b39a-63ad360d7852,b8ff3b73-3bd1-41f4-ba6d-42b91fc72460,Unusual Location,2026-04-08 13:22:01.970237,Resolved,EMP3015
ed2f9c19-957d-4721-80fc-36185b7b8ed7,46a0866d-9e17-4bf4-8051-ec18c1a97127,4507ad47-dc4f-416e-9bbc-978840b57ccf,Multiple Failed Logins,2026-04-08 13:22:01.282001,Escalated,EMP3009
2138e8b2-06da-417f-874e-05ae9266f58d,b19cfb63-1176-4e33-8a7a-8e54f3795d08,8785f388-64cc-45fa-9ab5-2ef4b7721dfb,High-Value Transaction,2026-04-08 13:22:01.949328,Open,
79ff2bda-88d6-4513-b94e-8a8bfa6b2ccf,dca92553-15ff-4769-84df-110923ea87a4,4f448d31-e3a8-4847-9f66-c22ccd9718a9,Suspicious IP,2026-04-08 13:22:01.511889,Open,
e4e4af67-067a-4b13-bed4-5e2f1c50b548,ebbc84f3-53bb-4314-828f-93ef5704bb45,603d7575-8c37-407c-b383-7bb4a33accad,High-Value Transaction,2026-04-08 13:22:01.340109,Resolved,EMP3027
548abf88-4876-44f7-9176-9523bfa8735c,394319ba-a49f-4ce6-8e66-a4bd432ea5e3,4653ec37-6d66-4eb3-a415-bb0485784ed6,High-Value Transaction,2026-04-08 13:22:01.387664,Open,
d7a93ae0-ccef-4a5b-9b5e-025100eed0ae,cf4c3253-0330-4515-8da2-47137abab680,7ffc9e40-b607-4888-b096-3d0180cf4c8d,Unusual Location,2026-04-08 13:22:01.275987,Escalated,EMP3040
6ddb9e76-363c-4836-a5a0-f2b1e17a7670,bc9b5334-b630-4c5e-a442-456628c1f95b,0836624e-ffa4-434e-9d2a-1f5d4119cf67,Unusual Location,2026-04-08 13:22:01.245201,Open,
e0dcbe79-98eb-41c1-ba76-2318a5ca76bd,5c3b8264-6851-46e3-8069-132f80998795,659da02e-b537-4dbb-8c55-783d44e2d4ae,Suspicious IP,2026-04-08 13:22:01.651495,Open,
3364647d-3175-43ce-923f-cfbc9449de60,8ced07ca-4be8-48a4-bf5b-4121940ec79f,a68f10eb-bfcf-4bd8-9c2c-85fff81d1c60,Multiple Failed Logins,2026-04-08 13:22:01.388159,Resolved,EMP3013
09c2a000-6bdd-489f-a6d9-6388345703ef,9224d921-4c9c-4d08-acb7-3f9bab81ac96,cd96e366-0677-4a06-9e95-4df225120399,Suspicious IP,2026-04-08 13:22:01.050625,Open,
d17d1d6c-06ea-444d-90c1-00c7ed123fe5,4c54acbb-19d8-4fdb-b8f5-45ac3b26e665,77d46bf5-298d-4355-9ff3-774048acd1fe,Multiple Failed Logins,2026-04-08 13:22:01.426183,Open,
d2756573-865b-40be-93da-b6516218b4d7,19cee6d8-7057-4276-a9e9-690b015c3b44,c6dc53e7-4a04-429d-b0d1-dc3819bc6bd6,High-Value Transaction,2026-04-08 13:22:01.343707,Open,
4d5bbcd4-0ba5-47fe-9e31-66668d00bc4e,38506892-b043-48cd-aee5-bebee10a42a2,ee698a6b-64be-4d54-89ec-c690aeb0cae9,Unusual Location,2026-04-08 13:22:01.475040,Open,
013ce66c-1538-45c1-a6d4-17aabb5b1fd0,0d7704f6-85e1-4560-9eba-777cc9f4b6ff,50ffcf6a-d2a5-4e13-9abd-8bde7ea03e99,High-Value Transaction,2026-04-08 13:22:01.358167,Open,
88bfa3f2-f9d0-4516-94b7-feec359933c6,53889d05-a2df-4795-ac38-f7723c06c912,787bb85d-f582-4b5b-8258-46bc24c8e197,Multiple Failed Logins,2026-04-08 13:22:01.836163,Escalated,EMP3042
8fde962b-7e58-4f9d-87f1-60a57e3003be,3990b444-a4c7-4944-83c9-687a6b0fd35e,e7079211-7732-487f-9c66-9222aa27866d,Suspicious IP,2026-04-08 13:22:01.017099,Open,
81ad6cf7-7a4f-4a29-acae-0eb5fdc7a167,5c31133e-26e0-4369-9014-aa022b160887,26c2d816-09bd-4832-95c1-6598b0784b39,Multiple Failed Logins,2026-04-08 13:22:01.159819,Resolved,EMP3035
7f9a4f93-62af-44ae-bdf1-c639506a0b99,03494898-452b-4cf9-bcea-c44062ce68a8,121c3243-e97e-4582-9086-1220beb39835,Unusual Location,2026-04-08 13:22:01.775346,Open,
7bb8ecf8-fb61-4da9-8304-a508739d6840,367277e1-8724-452b-bca8-282542a08ec7,9d4d2f86-9e53-4e6d-b420-13b2f2c95a63,Unusual Location,2026-04-08 13:22:01.776691,Open,
9943ff2f-c27a-4836-b2d7-1be070772c8b,79109145-99d2-4a88-9090-b39b30847fc8,e55c72dd-3912-4839-ab8c-2974eb53c20c,Unusual Location,2026-04-08 13:22:01.593779,Resolved,EMP3019
78acd13b-e244-4d41-8343-81b4d40c8314,0ae46327-54ed-44e1-a35b-53423abca34d,048733be-88ee-41a4-bea6-a68435f47d55,Unusual Location,2026-04-08 13:22:01.749402,Resolved,EMP3032
c4c0cdd0-c8ae-468a-8b9a-19a9ca980af1,534dbc16-3a54-4f78-9de0-58a7dd7e5188,75cd5de0-1c72-499c-a055-4bd26f5458a9,Multiple Failed Logins,2026-04-08 13:22:01.814579,Open,
15ee9fbc-4f99-447d-8a9f-6b07b91b95bd,9502da0f-d8be-4ad3-ac67-d501efaee6d4,192ba30f-1a06-4b7b-a7c2-0722725c5e4b,High-Value Transaction,2026-04-08 13:22:01.489661,Open,
577ea9a0-2a57-429c-9ec5-51d636df3b9f,dc21b16d-60eb-4df5-92bd-af2febba7d10,5b8fafeb-1a58-4b4d-b306-9dd9c5b3cf3c,Multiple Failed Logins,2026-04-08 13:22:01.740112,Open,
588a342e-d1d8-44d9-846f-09f885735b5c,c5aac997-6a32-4a7a-8a57-92f121fed2a5,600ec505-b1ff-4314-9c30-0a54e8fd37a1,High-Value Transaction,2026-04-08 13:22:01.185505,Open,
c082a876-a36d-485b-aef6-8222a33c5f16,9c218569-b1b6-44a4-a1cc-e8abf4ec6fb5,fecf621b-659f-4b61-9ba0-067b3e343da0,Unusual Location,2026-04-08 13:22:01.214277,Open,
0a9fcede-6eca-42b8-a060-1ea006ae98d3,1781c601-761a-4ed3-982b-4ed226c42205,fd9c6134-4f80-400e-872d-7c63e9de62da,High-Value Transaction,2026-04-08 13:22:01.476064,Open,
0c355e1c-79e6-40f7-bcc5-f067ee72d188,c7578d1b-9636-440a-9a1e-46c2fbaac5ce,b8800ae1-86c0-4273-a6c1-bf6c8c3d93c0,High-Value Transaction,2026-04-08 13:22:01.025526,Open,
57337743-4dec-4475-893a-6df5a8a69493,40b18762-9340-488a-b398-062af70e4e33,63b994cb-480c-4ddd-874c-833dd7379a15,Suspicious IP,2026-04-08 13:22:01.995243,Open,
4b1da9d1-a752-4407-89b6-f5a6e82ba19a,04fff714-fc33-48cf-bee4-ac3bdeb4acec,d3364ca0-80a5-4b32-a376-3902a1df03c5,High-Value Transaction,2026-04-08 13:22:01.730273,Escalated,EMP3019
e9b16a4b-42bc-4c41-b11a-160dfdb0b767,46f1e3e1-5969-4b1d-847b-80b7540a7494,ad36e37f-fdca-4e89-9ae9-b6f0cb07171f,High-Value Transaction,2026-04-08 13:22:01.814169,Open,
10f26daf-2f91-4d22-ad41-71ebd7bc438f,d57d74da-0835-4323-962b-6ed77f970e4a,90ca8185-d625-4ae7-9557-cbe36ca48bcb,Multiple Failed Logins,2026-04-08 13:22:01.821539,Open,
d1fca394-8c1a-4c03-a7db-c78d2c938789,2c2c50d4-c275-470b-9795-5f6baeefb3b4,5726e76b-eed8-4498-b904-6e8cc996e493,High-Value Transaction,2026-04-08 13:22:01.043839,Open,
ce097987-abc3-458a-a7ce-0107e02c1693,768deb47-b514-4eaf-83a9-cb14f4cc45e0,a3ab7982-9b97-4553-9e52-380715942526,Suspicious IP,2026-04-08 13:22:01.581345,Escalated,EMP3029
0d1cc30a-dfca-46b1-a50b-e0b6186fd0f2,a2437f69-86d5-4e59-933e-0e64edbbebc6,58b5cad1-3f29-47e1-91a9-0a6660706a59,High-Value Transaction,2026-04-08 13:22:01.864201,Open,
8ab36604-1ee4-4dcb-9e5f-4c2aa5365340,e76cc3a0-1f3c-4636-be78-87bbdda2b9d9,bbea3814-639b-4f11-9131-becfba6c16ca,High-Value Transaction,2026-04-08 13:22:01.492690,Open,
3c9796df-a35a-43a5-81b4-21b2c014ea4e,db2603cc-ba16-467e-9650-59bd1801f3d6,c7b0f97a-3817-4af3-a1d5-006d980686eb,Multiple Failed Logins,2026-04-08 13:22:01.297575,Resolved,EMP3019
3312aa7d-9d07-434d-9233-315ebcec1add,cd9ef46e-94f0-492c-9177-cbc468a9714c,6d4199c7-f9a3-4d9e-9839-864f5e83b45e,Unusual Location,2026-04-08 13:22:01.862577,Open,
64c9022c-76be-422d-9e84-9f840f68e6f9,ac74b9fe-4745-4f23-831c-17017b631d2a,e1c7160e-b1ae-4195-ab12-22d781b55944,Suspicious IP,2026-04-08 13:22:01.197774,Open,
558892fb-0bf2-4af1-ad39-8b4ce92f4a2b,5e737311-e044-4df6-bdae-0174d79e199f,0cb8e110-5329-4e7c-bcba-f0302727a5f7,High-Value Transaction,2026-04-08 13:22:01.200787,Escalated,EMP3008
88ebafab-2e27-45a8-9832-d84ca4bdbb35,486f51a3-4461-45b6-9d2d-99f95cddc8b7,85bbb5dd-cfe1-491f-b6b2-ed2b80d59514,Multiple Failed Logins,2026-04-08 13:22:01.603218,Resolved,EMP3045
f9be9caa-3a1f-43e6-a86c-4ad6ae5367ef,08a75914-cdec-4663-9cf3-a7ff5b899213,733456dd-6ddc-4c75-aacb-d2b635065cef,Multiple Failed Logins,2026-04-08 13:22:01.614491,Resolved,EMP3041
641321d1-da8a-46b1-ba1c-143243a8cc4a,81ddb2a3-249f-470f-8be9-56c256267122,7981ab57-eb02-493f-aa6f-0df4bd02d4bb,Multiple Failed Logins,2026-04-08 13:22:01.714098,Escalated,EMP3038
e6162eb3-95d9-475a-bebc-939402ea6e28,064bcb9a-d275-4eeb-bb19-fb73510c5c00,0a829df5-e107-4a76-9a91-f46f5810f569,Suspicious IP,2026-04-08 13:22:01.015278,Open,
9c367205-1c76-401a-95c6-fe2dbfced17a,195abc89-028b-4973-8985-675fbdb1ed18,de2b55ec-d11a-48a9-905a-6330469dac9a,Multiple Failed Logins,2026-04-08 13:22:01.811096,Resolved,EMP3047
5989726b-9a42-4c5a-b81d-a2c32d53796f,06347367-36cc-495c-a790-839f0d07379a,3e8212b1-5bd0-4564-86b6-cde9f1af81dc,Multiple Failed Logins,2026-04-08 13:22:01.764467,Escalated,EMP3023
c6f9f5be-f914-41c5-aa92-8e087d54d1eb,a2152aed-6839-438e-a65f-f8045a4434f0,fd6af159-cecb-4c5f-922c-354c0f9d1bd2,High-Value Transaction,2026-04-08 13:22:01.830059,Resolved,EMP3044
fd36b358-e982-4939-b4bb-bdd428e77c0f,35b0fd3a-eeae-4515-bad1-e757bdb57b68,0e7983b0-cbcd-444e-8824-0b1ce0e7e7da,Unusual Location,2026-04-08 13:22:01.618364,Open,
4eecfce1-8ecb-4f41-b4d3-30a398c433b4,0225b2bf-f7fd-4a23-a725-568afb8d3afb,5967bb2b-27d7-48f8-a2c8-2c4955d9b6be,High-Value Transaction,2026-04-08 13:22:01.805463,Resolved,EMP3006
45451682-2d6d-448a-8a4d-503b2438ed43,af80ff0f-a59a-4ec3-b870-08c2c6d892e9,b2acc057-634d-4813-93c2-dda51744d5a0,Unusual Location,2026-04-08 13:22:01.326763,Open,
9178c0c0-5496-4834-b2f6-f8e880ffde2c,c819e4b4-e0e7-41cc-bc3d-5d54b1e1297c,fc33be79-5864-41f2-942f-8dda740de20f,High-Value Transaction,2026-04-08 13:22:01.567878,Resolved,EMP3006
b381c594-b15b-4f08-8705-f367538817f8,24558b9b-92e0-4346-adbf-17dd3d9f7c75,bd5c7de2-ac02-4b2a-b2f8-0ede1fd2bf0d,High-Value Transaction,2026-04-08 13:22:01.671108,Open,
d0dd1eda-1a71-48c1-b05b-20ac1ef71a9a,3d4448a9-c971-4123-bd3c-334e33528087,ae4dc892-d230-40cd-a9da-39b3cd8f1eee,Unusual Location,2026-04-08 13:22:01.724469,Resolved,EMP3047
7f9b7e87-d76e-48f9-be04-caa48f1db154,9cc08d88-9f81-45cd-9104-fe20d51c2bd6,15eaf93d-12ef-41a6-b201-4a2e8fa781d4,High-Value Transaction,2026-04-08 13:22:01.549710,Open,
b3695004-2323-4131-b35c-a1e31c7d6987,b0ccaeff-96f9-413f-8a59-eab0ef19f80b,dc4b3100-9d82-4fc6-82c9-886b5e1d3390,Multiple Failed Logins,2026-04-08 13:22:01.086840,Open,
3ce3ef2f-9f94-48f1-8b82-12fd5eab5f49,aa505ca0-5d9a-49c9-891e-428c8ecbabeb,ece321ee-caa5-46f5-9d07-8deacfc378f4,Unusual Location,2026-04-08 13:22:01.862500,Resolved,EMP3050
dd27a49e-8ff6-448b-960e-bb382fab4614,5a349119-1bfb-47b8-baba-7e11d203d834,d944b382-c0ce-4e3a-95be-32dd74c4ebec,Suspicious IP,2026-04-08 13:22:01.251893,Open,
5c4a1a5b-de03-49dc-b3f0-77a5cb903bfe,0f93d039-be52-4975-9134-ba772d2ea84a,c8d17bbb-8e8e-419d-85e8-20b8750d4916,Suspicious IP,2026-04-08 13:22:01.130169,Open,
b0bd3161-5c83-4ac8-9e10-ad9fa09b155a,19151953-4b11-47e5-8c0f-36b3b0183ec3,ecec451a-9ad4-4144-91f6-098002ac24cb,Suspicious IP,2026-04-08 13:22:01.389215,Open,
50ca89ab-6950-4311-8c51-9f384872e37d,8fc1cff4-a6c8-44f6-ae91-e62dd4c1cf38,9cb030ef-ba2e-45b3-8d6e-5b1a7fd59161,High-Value Transaction,2026-04-08 13:22:01.111085,Open,
92c69bd3-98ab-4419-997b-ce6c711d9e6b,bd2393ad-6124-4d0d-bb08-207a2160e331,2cd2400a-1061-47e8-bad6-7e000eba50ee,Multiple Failed Logins,2026-04-08 13:22:01.799718,Resolved,EMP3039
7742f307-7a14-488d-9542-f425f0c3b5a0,316e77e0-a04b-4197-b5e9-f1be9c655645,b0089fdb-9ce7-490a-a2eb-b470e447f00f,Multiple Failed Logins,2026-04-08 13:22:01.994284,Escalated,EMP3050
8f2cf36f-1d6f-4018-9118-0e17a8e966a0,a7fa2d51-3434-42f3-b8c7-6303028bac54,97d7ff70-5286-41fa-961e-4d76b17995ab,High-Value Transaction,2026-04-08 13:22:01.596281,Open,
beeb8c8e-e6dd-4fe5-ae35-a0296ad4a52a,6866a8fc-1109-49b4-bf9a-889dd365ea8d,1bcf434c-b36c-4321-bc6e-07307a3e396e,Suspicious IP,2026-04-08 13:22:01.723526,Open,
c9974e77-1e52-4a99-aa08-5ec6c7f618a5,bd901eee-5f7c-4e30-9c0a-c2bc20aa2e13,df5ab1ca-8399-4867-b982-8b424791376b,Unusual Location,2026-04-08 13:22:01.028201,Resolved,EMP3011
f67daa67-c96f-43a1-902e-c3a2cbdb98c9,6e7ef10f-2727-48d4-aea7-c0a98a2e1ecb,0ddb7412-f16f-44f6-9347-d5c34eb70afc,High-Value Transaction,2026-04-08 13:22:01.201067,Open,
5ca29a4e-d485-4ba6-8843-4f6e29961048,dd49e4d8-876d-47c9-9c66-4cad65ba0075,e4cb30b4-b988-4bf4-a6a3-eb945db348ff,Suspicious IP,2026-04-08 13:22:01.026073,Escalated,EMP3019
5c167ae5-b4a1-4bae-9aed-913b4204ea2a,84bb4f06-baa2-4b19-87b9-0827328be2fb,4f9f2aaf-58f1-4021-aa36-9268619cd156,Suspicious IP,2026-04-08 13:22:01.487750,Open,
820a26aa-a33c-4748-a0e1-e8fba9569d53,32ab5086-0f24-41ac-bddb-0ebc96dc9158,c6c842d6-c875-49e7-a8ef-1db1a1520e32,Suspicious IP,2026-04-08 13:22:01.506284,Open,
cfbe6f0a-af62-4dd5-b153-7fcf1a1fcda8,8a50910e-3e39-459b-b394-f06fa53d6e1a,85da0548-849f-4825-9ced-ffc3a69783d7,Unusual Location,2026-04-08 13:22:01.814379,Open,
f45087e7-4215-46f2-8594-ffd600841924,c66b318e-956d-4b52-9dca-51a48e919a32,c1fa0a52-bea8-4224-a0e2-4400b810f9a9,Multiple Failed Logins,2026-04-08 13:22:01.024301,Resolved,EMP3023
511263bb-9e00-40b1-b1a8-e48501cead9b,103c8548-84a3-4793-9ac7-2fca0ca97843,1137d1e0-df98-4b35-a494-9b7e0cf2266d,Suspicious IP,2026-04-08 13:22:01.701303,Open,
21b23e9b-24ef-4303-bd36-cac68babf04f,1d5a22ec-f285-44a4-a51c-6233ba4d6ea6,6739f6af-53c8-4909-b2dd-ff5f89e6456d,Multiple Failed Logins,2026-04-08 13:22:01.247004,Open,
f7540af3-267f-4834-ba2d-8b13dfa8006b,96a5262e-7d57-4025-b661-1f690fd069a2,630cab5c-673f-4540-bdd6-9ba53c42aa7b,Multiple Failed Logins,2026-04-08 13:22:01.415799,Escalated,EMP3026
930d41fb-219d-40ed-b849-120bfe6aad22,a73faa10-820d-491c-8c7d-232938cae44d,ee384f75-f129-48ad-aac5-d6fbdcdbda8a,Suspicious IP,2026-04-08 13:22:01.587435,Open,
8516c2be-2fac-4d3e-ae7a-565d66bc48a2,76f9a4b2-eaa6-4ac8-9c32-cedcf946782d,0f14715e-81b3-48cc-8718-d869e8db7b39,Unusual Location,2026-04-08 13:22:01.825126,Resolved,EMP3050
4cef1ba0-ff04-421b-936b-857c02714a1b,7d016ed8-9878-4b53-aba5-eb985b552184,ed0e7d56-be0d-4bf2-83dc-5f2a42ce2a71,Unusual Location,2026-04-08 13:22:01.114026,Escalated,EMP3015
7b8df7e1-875f-4119-8f8e-ced45cf2a7ef,46d48ef1-0d5d-4d81-b6f2-7a16bf79f977,d77f494e-b878-4770-b0ff-5e5bbc02d9f5,Multiple Failed Logins,2026-04-08 13:22:01.488304,Open,
873fd4c8-4892-42d0-b78e-a580c0143821,8eb4c0fe-5d7d-4a7e-a089-feedc4426235,6a46df58-b7ec-4f03-9be6-f730b0f24dfb,Suspicious IP,2026-04-08 13:22:01.574470,Open,
d3459648-effb-420e-b237-0cac80778ce2,8f428a02-2b7d-4b51-81c5-1fce05ccd6f1,ceec4cf5-24e5-461f-b867-68f640ac3c79,Unusual Location,2026-04-08 13:22:01.578623,Resolved,EMP3022
755e6a44-9f7f-49b0-94e7-634f9bbef518,13b1c66f-96d6-49af-9689-2af202de9e2a,9994ec5a-8e5d-4b4e-b3a2-488d76fc9181,Unusual Location,2026-04-08 13:22:01.979723,Open,
20a8a29a-77de-494a-92dc-21d58a067ce5,52d95ff8-ad54-47b4-b19c-dba0173d3f82,9a624f07-5eb6-4e26-9295-1dd4140aa7b6,Multiple Failed Logins,2026-04-08 13:22:01.208194,Open,
0f64a5b7-e0bd-4b47-aba8-715726067c58,ed338704-3008-4c7c-bb27-b25cf8077091,5017035f-bcbf-43df-bbe0-ed61879aeae8,Suspicious IP,2026-04-08 13:22:01.931024,Resolved,EMP3036
912e489f-4e36-4e07-b5dd-ccf675035022,7ac2c75c-0346-4775-a665-38eb2e5d9090,e89c4241-c103-49f2-8cb8-c1ee698d070e,High-Value Transaction,2026-04-08 13:22:01.196208,Open,
08916de1-1720-4db8-b006-4d4511df352c,12f09d8e-163e-40df-9041-ce72b0a29e8a,72e9d14e-9a8f-4532-987f-eee261cb9b2b,Unusual Location,2026-04-08 13:22:01.844920,Resolved,EMP3031
30037445-9a4f-4cad-977f-abe22d0ef3f0,f4ee1c99-bd0c-44cf-a281-076e4c37d37c,65d3fe38-f3f9-49ff-b115-d9c4aed0495a,Unusual Location,2026-04-08 13:22:01.281071,Resolved,EMP3050
5bff13af-9155-47e5-9237-fb75f83c6d06,3b38d11b-d73e-4f06-a41c-fb4887e3348e,433aa612-a32f-4f79-a7dc-f373d2d01900,Unusual Location,2026-04-08 13:22:01.903774,Escalated,EMP3012
9dfc8d0b-1da8-4db4-a349-052e3143cc94,4ae7f8b7-3bbd-4467-8ca1-17f3b9c390f4,85f265a8-99df-4915-a683-db4fd3168009,Multiple Failed Logins,2026-04-08 13:22:01.488967,Escalated,EMP3046
c1903df4-bfe9-41c1-a54d-80ce6efa48b6,91d7083f-dcc9-429c-bd83-d8bace00a42e,7fe7e36b-3388-4b93-99c5-f96aeb3ee2ec,Multiple Failed Logins,2026-04-08 13:22:01.020796,Open,
3a4d7529-94c3-49e8-a2e3-0f3c4f4d2226,9ea71425-2e10-43cb-b2d7-9f80a3c4b80c,38cd7b9c-96c5-4895-8065-452703aa09aa,Multiple Failed Logins,2026-04-08 13:22:01.502668,Open,
961f30da-f4fb-4bb7-b9a8-170a5aa932a3,38607215-ec1b-4d49-965f-d3bb40c64df9,b604a32d-39f2-4db4-a49a-8ea598d4fc81,High-Value Transaction,2026-04-08 13:22:01.687110,Open,
89ceef06-c4ef-4a31-9fc8-480f59d2f733,ea168d40-388b-406b-9450-d6dd0d30300a,9caaa243-a727-4c41-a7dd-e9cfe8444900,Suspicious IP,2026-04-08 13:22:01.947879,Open,
671393b8-d50e-4ccc-8441-2476de468f59,6913dffc-1737-43fd-aca3-6e5f4c2643b4,a4042513-d27d-4890-ac01-3292c9d35a2e,Unusual Location,2026-04-08 13:22:01.698041,Resolved,EMP3029
b67b75e5-5d2d-46cc-89ba-7fbb388e3a5c,2b92dc92-e6ab-4cc1-bed8-b6f5e3d06f8f,dd9a3d8e-abc8-47de-a5d0-95101f50991b,High-Value Transaction,2026-04-08 13:22:01.298223,Open,
0d3a3fe3-78d1-4082-9388-0340fdbe3767,fe05ff06-d716-4969-8af0-a3bb7d00d7d1,00ce8191-a8c0-4647-9b1f-e76c550c66c4,Multiple Failed Logins,2026-04-08 13:22:01.802327,Open,
67f2c8ef-2381-4a49-85f3-2438d4a12028,0bf58398-e1b4-47a2-9836-4288d9f462eb,cf766c00-1529-4a02-933f-218f97624ef7,Suspicious IP,2026-04-08 13:22:01.444163,Resolved,EMP3005
479683a9-e79d-47c6-9d79-2ce8506ec2c3,f49d0e89-872c-4317-bc6f-1baec2cf640f,a5ac0b8f-2a79-4374-9410-0e07c5b2f135,Unusual Location,2026-04-08 13:22:01.292582,Open,
fc86b408-2d69-4fc5-a751-be932e7edad9,3340e3ed-18f1-4a34-9091-cccf6654cb7b,21f7c99a-c079-45cb-8907-701908514c63,Unusual Location,2026-04-08 13:22:01.573347,Open,
3a1938ce-d986-4205-9456-ab548d5346ff,51f2b198-a14d-4cb9-950e-11a234eaa0f1,5edf9606-f533-4666-96d3-47cc7a0c0c64,Multiple Failed Logins,2026-04-08 13:22:01.228416,Escalated,EMP3050
eeaf5563-5bdb-4ac0-ac58-9237f07386e2,d6a7fec8-f1b1-41d0-a5a9-9bb713023599,ae6b42eb-c387-49fe-9747-dd5c84ac64f0,Suspicious IP,2026-04-08 13:22:01.593616,Open,
d2f5d70b-22ed-4c49-99e8-2138b383b3a8,610cfaa4-2619-4a52-94b9-c1e2a1d64211,0606be21-5cb2-4a3b-98b8-50c52965bbd4,Suspicious IP,2026-04-08 13:22:01.946362,Open,
2fe0d85d-3728-459b-8535-5e1ed45b604a,0a331680-8dac-4ddb-b72a-f04bf73dcb57,c3e1f64a-4ef9-477e-b19b-399d392afeec,High-Value Transaction,2026-04-08 13:22:01.889586,Resolved,EMP3040
d1bcc07c-bbea-4aa7-a2e2-28297ce1a32a,3df520d5-ee76-4646-a38c-54ae87dd6872,5b27d6a7-e56b-43d5-b9f9-19acc9418753,Multiple Failed Logins,2026-04-08 13:22:01.068464,Open,
e60f1909-fbcf-4e45-b653-5a6948567e05,1ec81052-032e-4909-ac9f-f3627533d270,2d37c845-9881-42e0-8540-f73d053b2e83,High-Value Transaction,2026-04-08 13:22:01.995387,Resolved,EMP3003
2114f628-5acf-49c7-a18f-29da9680e706,f6fadcad-8610-491f-af25-79d46ce360a2,cd6f45f0-ff47-41bf-9011-829d13570cf4,Unusual Location,2026-04-08 13:22:01.540435,Open,
4653950a-201f-4b58-869b-2d56c03dc606,dc3daaee-272b-45fb-becd-52415358e5e1,cf21a1d1-f65d-4d6f-a99c-a54f385562c6,Suspicious IP,2026-04-08 13:22:01.051330,Resolved,EMP3038
2ffda8fb-005e-40a1-933c-fb53bfef7f0f,13f11c67-389e-4df4-af08-f6aa205937a4,71858be6-c645-45d3-b492-3450396a90ff,Suspicious IP,2026-04-08 13:22:01.797413,Resolved,EMP3041
63d8908a-fa25-416d-9d06-e5131d9ba3fc,b52e222d-2345-440a-8c51-05847bcb77b6,ead99f0a-da93-4adc-941c-3ceac7a9e13d,Multiple Failed Logins,2026-04-08 13:22:01.738299,Resolved,EMP3030
88f431ce-dfbc-4642-8432-af354b1583e9,1947f3fc-04d4-44be-8c4e-e2a5221658e9,29ec012d-8441-4c36-97d6-565ee5b280f5,Unusual Location,2026-04-08 13:22:01.266401,Resolved,EMP3050
47b2108b-de96-48df-9607-3fe1c5412d0f,40493ec0-2815-485d-9df8-0ea81d78b11a,8013d61e-1a40-491a-9752-89190fc9786a,High-Value Transaction,2026-04-08 13:22:01.820843,Open,
27c52742-41f6-4936-8cbb-36acda85769f,3ceda1fd-6717-4b29-b533-e6912fb84251,d86585e7-8b1c-439d-a996-827363d1881b,Multiple Failed Logins,2026-04-08 13:22:01.281070,Open,
5461fc14-2f90-4280-9994-8b925f2cd2f2,2e1c7772-f1dc-4017-a73e-a3d0abaa9014,43752f35-0c70-441d-8c5e-da3ba70a403a,Multiple Failed Logins,2026-04-08 13:22:01.242972,Open,
78c24853-15c3-40f1-94a4-0f5105b915f3,6c7c70e7-5458-4169-b004-f726b5bf6f0a,9f10a879-1c04-4264-85d7-4a9928a4ad7e,High-Value Transaction,2026-04-08 13:22:01.423360,Open,
68f4d833-e853-4f75-91b5-2a12cc13718c,39f573f4-85b5-4029-bc40-050e7537e6ca,f0f66d5c-bf7c-4e16-abba-2b880b66873d,Unusual Location,2026-04-08 13:22:01.720137,Open,
8cbb8b6d-18e6-46b6-a91d-b49d03d11a49,e1881f70-7ec0-48bc-a2b3-146eb44a5ede,b94c12ff-f52a-4022-92d0-b2d0fa243420,Suspicious IP,2026-04-08 13:22:01.353296,Open,
1f05faff-52ae-418c-aca7-1804fb319692,64783af0-fc64-4044-bb63-b94f92d1da16,a2081a1d-533f-4ac0-ae87-58c7beb77760,Unusual Location,2026-04-08 13:22:01.416281,Open,
aa4ccf98-cc9d-48e0-80d6-10407d4d6066,ae20d137-62a9-48eb-be64-fdd5c4e29eac,9d677a9b-b6bb-4039-b769-23b5d419d3ee,Suspicious IP,2026-04-08 13:22:01.262971,Resolved,EMP3041
251fa6ae-4b5e-4e63-9933-562b5fa86296,0e38af07-df98-455b-aa92-ba99a1a00d8f,85954c3a-d136-4c12-88ee-e2a4adb03712,Unusual Location,2026-04-08 13:22:01.715591,Open,
a7854c61-acdf-4db8-8fd6-bc004348817f,425ae5ae-006f-41c4-b3ed-eb0929d737cf,2969b9d3-acfc-4d72-a2f0-6a98d0f0fb2a,Suspicious IP,2026-04-08 13:22:01.082487,Open,
c9eff312-4cbc-407e-8305-82fbb4e62177,1761046f-0a2b-4878-a6e2-13fd683b6d0a,f29e43a5-1d70-4853-9ba6-0e8f830fc38d,High-Value Transaction,2026-04-08 13:22:01.296438,Open,
23211bea-dd40-45b5-985c-130c31c1c839,608a2cdc-a5e5-4d10-a21d-0aca2bd88a2f,1636c2f8-a5fb-4e7e-9986-ab473760ac31,Unusual Location,2026-04-08 13:22:01.463111,Open,
